StartDate,EndDate,Duration,RecordedDate,ResponseId,Prolific ID,Consent_3,Age,Gender,Ethnicity,Education,Income,avg_learn,accuracy_pre,accuracy_post,confi_trial_pre,confi_trial_post,happy_pre_1,understanding_pre_1,Q1_pre,Q1_confi_pre_1,attention_slider_1_1,Q2_pre,Q2_confi_pre_1,Q3_pre,Q3_confi_pre_1,Q4_pre,Q4_confi_pre_1,Q5_pre,Q5_confi_pre_1,Q6_pre,Q6_confi_pre_1,Q7_pre,Q7_confi_pre_1,Q8_pre,Q8_confi_pre_1,Q9_pre,Q9_confi_pre_1,Q10_pre,Q10_confi_pre_1,confidence_1_1,Q1_post,Q1_confi_1,Q1_learn_1,Q2_post,Q2_confi_1,Q2_learn_1,Q3_post,Q3_confi_1,Q3_learn_1,Q4_post,Q4_confi_1,Q4_learn_1,Q5_post,Q5_confi_1,Q5_learn_1,Q6_post,Q6_confi_1,Q6_learn_1,Q7_post,Q7_confi_1,Q7_learn_1,Q8_post,Q8_confi_1,Q8_learn_1,Q9_post,Q9_confi_1,Q9_learn_1,Q10_post,Q10_confi_1,attention_slider_2_1,Q10_learn_1,Confidence_2_1,happy_post_1,understanding_post_1,helpful_1,attention_slider_3_1,empathetic_1,polite_1,blunt_1,confrontational_1,interest_post_1,Q279,Q280,Q281,condition
2025-11-12 05:49:12,2025-11-12 06:13:30,1457,2025-11-12 06:13:31,R_8ek83EOM9UUojGe,6761936cd42ea657c0bce1af,4,25,2,1,3,2,100,0.4,0.6,29.5,58.7,90,37,3,22,100,1,21,1,100,1,22,3,19,3,20,3,24,1,24,3,18,3,25,31,3,51,100,1,49,100,1,100,100,1,72,100,2,48,100,1,73,100,2,32,100,1,50,100,1,76,100,2,36,0,100,51,93,38,17,49,39,87,33,0,65,"It gave a bit more information around the answer I chose and the correct answer, but not enough for me to understand much more about the topic",How positive/negative feedback influences test scores,I thought this was about philosophy and not art history,positive
2025-11-12 05:54:07,2025-11-12 06:18:33,1465,2025-11-12 06:18:34,R_8tajFfTs9QIEyvQ,66e45ae0b33ea291752c02a5,4,58,2,1,3,2,100,0.4,0.4,2.5,5.3,80,47,2,0,100,1,0,1,22,3,3,1,0,2,0,3,0,1,0,2,0,1,0,21,3,0,100,3,1,100,1,23,100,3,0,100,1,6,100,2,0,100,3,0,100,1,23,100,1,0,100,3,0,100,100,11,49,5,91,49,98,100,10,0,100,It gave me information that I did not have and helped me understand.,If AI is a helpful and trustworthy tool in learning.,Good luck with your study.,positive
2025-11-14 15:12:34,2025-11-14 15:26:48,854,2025-11-14 15:26:49,R_8gHBTRW0pXG3xEI,6767f65a522a5eb22efe4a67,4,26,1,1,3,2,100,0.7,0.8,32.1,41.7,56,33,4,6,100,3,3,1,19,1,100,3,34,1,0,1,0,3,0,1,59,1,100,41,1,50,100,1,39,100,1,0,100,1,70,100,1,73,100,1,17,100,2,0,100,1,70,100,1,98,100,2,0,0,100,21,79,6,28,49,100,100,4,0,3,"It made me slightly happier if I'm honest, due to the empathetic nature of its feedback.",If AI feedback has impact on mood?,"I enjoyed this study due to my interest in philosophy, which I will now explore further as I have a stronger starting point.",positive
2025-11-15 04:38:01,2025-11-15 04:51:39,817,2025-11-15 04:51:40,R_8oHdZdBLjJUYki5,677d5d5eba9380af5a7bfba1,4,43,1,1,4,4,100,0.8,0.9,48.8,79.7,70,65,3,23,100,3,20,1,20,3,82,1,86,1,27,3,76,1,0,1,100,1,54,41,1,100,100,1,19,100,1,73,100,3,86,100,1,100,100,1,86,100,1,84,100,1,100,100,1,100,100,1,49,0,100,70,73,36,79,51,0,100,9,0,18,Not really,Memory recall based on the AI's feedback,,positive
2025-11-06 03:30:46,2025-11-06 03:42:31,705,2025-11-06 03:42:32,R_8vk3feBc8NKTFol,6778488c18ed28950c7012ae,4,20,2,1,3,1,24.9,0.4,0.8,21.3,18.5,82,14,4,13,100,2,0,1,25,1,86,1,10,1,18,3,13,2,14,2,34,2,0,51,1,17,50,3,15,19,2,26,31,1,17,49,1,9,22,1,14,19,1,27,23,1,8,14,1,42,12,1,10,9,10,21,90,20,62,49,76,84,23,16,13,N/A,if AI can help us to learn concepts,,positive
2025-11-06 03:33:30,2025-11-06 03:47:10,820,2025-11-06 03:47:11,R_6hot7Nek7S1wECm,66d146a7070f4a9adc4923d4,4,25,2,1,3,1,40.8,0.4,0.3,28.8,48.4,54,38,3,40,100,3,10,3,10,1,81,1,51,3,0,3,62,1,7,3,20,3,7,21,3,91,59,3,21,38,2,35,26,3,30,20,1,100,59,1,41,41,3,20,35,1,85,55,3,31,43,2,30,0,32,31,68,55,55,51,69,83,55,30,62,"When the AI stated I was right, I was more likely to read through the response and think about it. Meanwhile when I was wrong, I was just ""oh well"" and moved on.","How well people learn from empathy, even in AI",nope :),positive
2025-11-06 03:33:16,2025-11-06 03:48:56,940,2025-11-06 03:48:57,R_8qjZRQ2Cs1eld6W,63ea46ac57c552d3b4ff83bc,4,27,1,1,5,2,22.7,0.3,0.4,14,9.4,78,41,3,57,100,2,0,1,0,1,35,2,0,3,0,3,48,3,0,2,0,3,0,31,3,23,34,2,3,23,1,11,43,3,0,10,1,0,0,1,47,4,2,0,26,1,10,54,3,0,18,2,0,12,15,11,84,17,24,52,95,95,4,0,3,"The AI had a small influence in the second task. I tried to recall elements of its feedback in my responses, and take some of the context the feedback it provided when looking for answers. However, this influence was minimal, as it did not have a major help in me answering the second set of questions",The influence of AI on confidence in answering the questions.,"No feedback on the study. I realised there was an attention check where it asked to move the slider to the far left. However, I only moved it partly to the left. I tried to move back to correctly position the slider, but there was no option. ",positive
2025-11-06 03:37:32,2025-11-06 03:49:25,712,2025-11-06 03:49:25,R_81j7HKVHqQU8CTT,676053906f23c116736bcfe4,4,36,2,1,4,3,28.7,0.2,0.2,2.2,17.5,47,48,3,19,100,3,0,2,3,3,0,2,0,3,0,2,0,2,0,2,0,1,0,21,3,16,32,1,32,27,3,3,17,3,15,39,3,9,34,3,7,1,2,16,23,3,35,64,1,26,24,3,16,25,26,11,40,0,53,51,70,64,66,69,0,Made me aware of my lack of knowledge,Knowledge of philosophy,,positive
2025-11-06 03:35:18,2025-11-06 03:57:32,1334,2025-11-06 03:57:33,R_851K19uNWg1VpVn,6658b21cdca2d4053c285deb,4,27,1,7,4,2,52.9,0.5,0.4,55.3,61.4,72,26,3,47,100,1,44,2,58,1,83,1,72,1,59,3,79,3,21,2,47,2,43,41,3,59,57,3,99,90,1,47,27,1,92,29,3,57,70,2,21,27,2,88,75,1,21,25,3,66,60,1,64,64,69,60,61,34,93,48,93,94,44,10,70,It has made think about philosophical theories more,Ability to understand philosophical concepts from feedback from AI,No,positive
2025-11-06 03:44:08,2025-11-06 03:59:54,946,2025-11-06 03:59:54,R_22Lvkmzrkq1sRk7,66fa1820329fa9bb88f2e3c6,4,19,1,3,3,2,56.6,0.7,0.9,32.8,49.6,42,66,3,32,100,2,9,1,2,1,69,1,58,3,13,3,82,1,0,1,18,1,45,70,1,39,66,1,72,51,1,69,83,1,62,32,1,76,31,1,25,76,2,25,47,1,39,62,1,74,31,1,15,79,87,60,61,71,94,52,38,82,92,7,26,it provided  me with the correct answer and perspective whilst trying to be encouraging,How AI can teach and influence someone on new topics,,positive
2025-11-06 03:45:42,2025-11-06 04:06:17,1234,2025-11-06 04:06:18,R_83ZWZNIDVuyZWYg,60d04a7334eac193a7a6c9cc,4,24,2,1,4,3,82.4,0.5,0.7,30.3,46.3,72,69,3,58,100,2,33,1,100,3,31,3,27,1,3,1,3,3,4,2,35,1,9,41,1,92,99,3,13,62,1,62,71,3,56,73,2,1,100,1,27,69,1,84,88,1,34,82,1,74,92,1,20,0,88,31,72,58,70,51,100,100,2,3,100,"It was definitely pleasant to talk to, but it didn't really influence my mood negatively or positively.",Potentially the use of AI and the language/responses it tigress and how it can affect someones mood?,"Just that in terms of the AI responses, it was super polite and understanding but almost to the point where it made me forget the actual answer on ones I had incorrect. As it would say things like 'You're on the right track' and 'It is understandable how you would think this'. It almost felt like being praised for having the answer wrong. It sort of blurred the lines for me when trying to recall the correct answer in the second part, which one was the correct one that I'd learned not long ago! Hope that makes sense.",positive
2025-11-06 03:31:16,2025-11-06 04:06:47,2131,2025-11-06 04:06:48,R_23m5P4jVqNTYETL,6775aacf5a466dcc31d5b368,4,45,2,2,5,3,63.5,0.5,0.7,18.1,19.5,80,71,3,8,100,3,0,2,18,1,37,2,0,1,100,1,0,3,0,1,18,2,0,41,1,0,52,3,0,51,1,8,61,1,76,100,3,49,55,1,10,45,1,27,72,1,8,50,1,17,49,2,0,0,100,31,77,51,77,51,87,95,0,0,9,it got me thinking of what if the things we think we know to be right are actually not right,The use of AI to teach Philosophy,none,positive
2025-11-06 03:41:13,2025-11-06 04:09:55,1722,2025-11-06 04:09:56,R_24Lq7jEvaRgz1hD,6745c21dc57fa61bad7e6021,4,27,1,1,3,2,53.2,0.3,0.6,23.9,55.4,71,79,4,0,100,1,0,2,47,1,48,2,48,2,0,3,49,3,0,1,47,3,0,11,1,75,53,1,40,23,3,48,65,3,55,92,1,44,87,2,51,58,1,23,7,1,91,92,1,96,51,3,31,0,4,41,72,15,72,49,87,87,22,12,72,It's taught me that I'm not as well-versed in philosophy as I thought I was. It has influenced me to study.,Philosophical knowledge and interest.,,positive
2025-11-06 03:37:42,2025-11-06 04:19:50,2528,2025-11-06 04:19:51,R_3VHGwwc25akKEHf,675b37b0100714ba57d0fa21,4,30,1,1,4,4,65.5,0.7,0.6,91.3,88.7,100,86,2,80,100,3,100,1,86,1,100,2,69,1,100,1,100,1,99,1,79,1,100,90,3,94,51,1,100,64,2,74,68,3,86,58,1,68,72,1,100,68,1,100,53,1,100,67,1,65,85,2,100,0,69,80,100,100,100,49,93,100,0,0,99,"The feedback clarified subtle distinctions, confirmed correct answers, corrected misunderstandings, and helped me better retain key philosophical concepts.",The study tested participants’ philosophy knowledge and their ability to understand and learn from AI-generated feedback.,"The feedback was clear, informative, and encouraging.",positive
2025-12-10 17:25:42,2025-12-10 17:43:50,1088,2025-12-10 17:43:50,R_2EzZ39u4e1bcJKH,677723f5cb416c3806aaf069,4,35,2,2,4,2,25,0.4,0.4,18.7,39,57,63,2,9,100,3,42,2,34,3,8,2,26,1,22,2,14,1,0,2,21,1,11,10,1,73,29,2,12,0,1,76,23,1,30,47,3,79,41,1,0,7,3,59,47,3,35,51,2,23,3,2,3,2,5,20,68,11,52,50,0,4,100,94,18,it has not influenced me,how we take in information,no,negative
2025-12-10 17:36:24,2025-12-10 17:50:48,863,2025-12-10 17:50:48,R_6fvMdKlvO5fKpJe,691f7251736800a19a923c4d,4,38,1,1,4,1,26,0.5,0.5,47.5,45.2,33,29,2,24,100,3,38,1,91,3,54,1,43,3,25,3,45,1,39,1,78,3,38,30,1,68,51,1,53,23,1,69,21,3,49,33,3,14,12,2,11,11,2,29,19,1,36,34,1,100,24,2,23,21,28,40,11,13,8,54,0,0,100,100,43,"It made me not curious and, while I wanted to get the answers right, I didn't much care what the AI had to say whether I was right or wrong",How elitism and pompousness makes a subject less appealing to learners.,,negative
2025-12-10 17:41:43,2025-12-10 17:57:56,972,2025-12-10 17:57:57,R_60PLChoh7SnIfUR,6932f8200cc88ea0570aabba,4,33,1,3,4,6,85,0.4,0.5,47.5,58.1,53,63,3,39,100,1,16,1,61,3,61,2,36,3,22,3,76,1,52,2,68,1,44,40,1,100,86,3,21,89,1,97,100,1,68,82,3,31,87,2,40,81,3,55,70,1,58,72,1,84,93,2,27,0,85,40,73,80,93,50,32,15,86,77,0,I honestly thought their sassy persona was pretty funny and made me want to read it more and helped me pay attention.,"You were testing the effects of how peoples happiness is affected by AI-generated text by making it abrasive and blunt. And by having it sass people out for being ignorant of a topic, it might affect their current happiness levels.",,negative
2025-12-10 17:33:49,2025-12-10 17:58:39,1489,2025-12-10 17:58:39,R_2dLvc22pc7vUiFF,66b89e5727889ff438c4947f,4,27,2,2,5,2,81,0.9,0.6,60.5,70.5,61,55,3,55,100,3,93,1,76,1,88,2,17,1,27,1,45,1,59,1,76,1,69,80,3,81,94,1,96,78,1,80,93,1,63,72,2,65,93,1,73,75,2,45,71,1,74,84,1,85,72,2,43,72,79,70,81,43,35,52,10,11,79,91,35,Not very much it was informative but oddly rude.,Knowledge on philosophy and how it improves with blunt feedback from AI.,Nope,negative
2025-12-10 17:44:54,2025-12-10 17:59:42,888,2025-12-10 17:59:43,R_1qajpwYhv6Xxctb,67645a8359ebabb5492f4df1,4,22,1,2,4,4,4,0.2,0.3,32.6,3,100,99,3,68,100,2,7,2,5,2,100,2,0,3,11,3,35,3,4,3,0,1,96,10,2,3,0,3,2,2,3,3,2,1,0,3,3,4,4,3,2,3,1,3,3,3,8,10,3,5,5,1,0,0,5,0,94,17,36,52,72,49,66,64,5,It showed me a lot about philosophy,Knowledge of philosophy,N/A,negative
2025-12-10 17:46:50,2025-12-10 18:05:11,1100,2025-12-10 18:05:11,R_3RgZDaaJkGX2Iqh,631385edd622a2b9907f19a4,4,50,1,2,4,5,76,0.5,0.6,67,71.2,85,66,2,13,100,1,67,1,99,1,86,1,70,1,34,3,92,1,64,2,73,3,72,40,1,100,70,1,73,78,3,46,72,3,77,86,3,73,78,1,97,81,3,70,68,1,31,69,1,80,86,1,65,0,70,50,63,65,78,52,2,0,100,99,78,made me frustrated by its rudeness so made me want to do more research on my own,how negative feedback and attitude from an ai assistant affects us,,negative
2025-12-10 17:52:47,2025-12-10 18:08:58,970,2025-12-10 18:08:58,R_2zmMtwwtBlQcMfL,60bc59d1e69be68b9a6348da,4,23,1,1,4,1,74,0.5,0.6,2.4,34.6,29,32,3,0,100,2,0,1,8,3,7,1,9,3,0,3,0,1,0,2,0,1,0,20,1,77,78,3,26,61,1,63,72,3,59,75,1,71,85,3,20,97,1,0,53,1,2,80,1,26,60,2,2,0,80,40,45,6,57,49,0,0,100,88,36,"It gave me information and feedback on the question and its answer, so I gained some knowledge from it whether it is true or not.",Learning from AI,,negative
2025-12-10 17:57:16,2025-12-10 18:09:42,746,2025-12-10 18:09:43,R_85LXweHmsofvxed,6773ddcd48e01d9519ede71e,4,42,1,1,4,2,78,0.6,0.5,34.7,47.1,25,50,3,66,100,2,36,1,53,1,16,1,18,3,24,3,36,1,21,2,13,1,64,30,3,67,78,1,59,78,1,36,81,3,62,74,1,77,76,3,18,82,1,23,80,3,56,73,1,46,75,2,27,0,85,20,15,28,81,50,0,0,100,100,71,"A bit - they were very rude though, but it was quite entertaining",Philosophy knowledge?,It was fun to be trolled by a pretentious know-it-all robot,negative
2025-12-10 17:53:20,2025-12-10 18:12:48,1168,2025-12-10 18:12:49,R_1eTC4Z3FBNVHztD,663b81b51a7c780c65a65bb1,4,43,2,1,3,4,17,0.6,0.3,1,15.1,67,26,3,10,100,3,0,1,0,1,0,1,0,3,0,3,0,1,0,3,0,3,0,60,3,26,0,3,8,0,1,77,32,3,14,27,1,10,50,2,4,0,2,12,16,3,0,17,3,0,0,1,0,37,32,10,44,3,0,51,0,0,100,100,27,"It's feedback wasn't helpful inlunderstanding the proper responses,an it felt discouraging, but also funny since I knew this wasn't a real life situation",how AI ipmacts my answers and feelings,no thank you,negative
2025-12-10 18:00:58,2025-12-10 18:13:46,768,2025-12-10 18:13:47,R_8yazcDLMS8rr0yn,668f0126a2370fccf209b075,4,19,2,1,3,1,10,0.5,0.4,24.8,21.2,19,8,3,80,100,1,0,1,90,2,50,3,14,1,0,1,14,2,0,3,0,1,0,40,3,24,0,1,0,0,1,68,0,3,0,2,3,56,0,3,0,51,2,35,49,1,14,0,1,0,0,3,15,0,0,20,13,12,6,49,0,0,99,100,40,I felt a little angry,Effect of AI that is impolite and rude on mood,,negative
2025-12-10 17:24:28,2025-12-10 18:15:17,3049,2025-12-10 18:15:17,R_8ptVIPs9jezieVG,6775d2dc10021f9d74ab65aa,4,31,2,1,4,3,49,0.4,0.6,11.9,50.8,59,18,2,0,100,3,58,1,3,1,11,3,4,3,0,3,9,3,3,1,29,3,2,30,1,86,54,1,71,60,1,82,80,3,76,65,1,27,23,3,9,60,1,52,23,3,6,16,1,77,68,3,22,0,39,40,82,6,36,48,3,3,95,95,84,It did make me feel bad about getting the questions wrong and did make me feel a little dumb. Although I did like how sassy it was.,Response to negative feedback,N/A,negative
2025-12-10 17:57:54,2025-12-10 18:17:42,1188,2025-12-10 18:17:43,R_2P6PrI6a0rfEXYW,615322da16c2aa24affe306e,4,24,2,1,4,2,70,0.6,0.5,5.7,27,61,65,3,15,100,1,0,1,3,1,4,1,6,2,2,3,18,3,7,1,2,1,0,50,3,40,55,3,13,63,1,22,69,3,16,85,1,26,87,1,25,66,3,36,63,1,36,66,1,17,65,3,39,0,85,10,58,34,78,52,36,32,70,56,53,It has not really influence me,maybe whether different tones of AI can influence mood,nope,negative
2025-12-10 18:04:46,2025-12-10 18:17:48,782,2025-12-10 18:17:48,R_15EJHdAh44hGlxl,660a807bfd49ee4957fad189,4,35,2,1,3,2,41,0.4,0.7,37.9,30.7,93,60,3,76,100,1,25,2,34,3,37,1,44,1,45,3,15,1,39,2,26,2,38,30,1,20,42,1,12,58,1,9,24,1,30,23,3,41,51,1,46,40,2,50,51,1,47,52,3,19,30,1,33,0,37,20,60,14,0,52,0,0,100,95,12,It made me almost nervous to miss a question,How people react to negative feedback when wrong,no,negative
2025-12-10 18:07:05,2025-12-10 18:18:05,660,2025-12-10 18:18:05,R_8SuWDrVjswEgVX5,6658b6a84c1d2a4e2d02df68,4,25,1,1,5,2,74,0.4,0.3,41,54.3,58,35,3,49,100,2,30,1,54,3,42,1,65,1,33,3,53,3,11,2,33,2,40,30,2,65,80,3,52,80,1,67,76,2,49,81,3,49,78,1,43,76,2,48,78,2,59,60,1,45,65,3,66,0,66,80,62,59,60,56,0,11,51,76,72,it was interesting to hear the actual facts and background of these ideas and themes,my knowledge of philsophy,the feedback was very mean,negative
2025-12-10 18:03:40,2025-12-10 18:18:39,899,2025-12-10 18:18:40,R_8BxnzDb5ypOYsD4,677495e069e5abd571445a65,4,19,1,3,3,7,44,0.5,0.2,39.8,46.5,35,58,4,29,100,1,15,1,54,1,71,1,53,3,40,3,55,1,28,3,29,1,24,30,3,55,70,3,35,31,2,27,68,2,74,33,1,58,38,3,34,58,3,53,28,1,55,32,2,28,28,2,46,29,55,50,12,23,0,49,0,0,100,100,0,It made me want to stop learning about philosophy,if tough love helps with memory retention,no,negative
2025-12-10 18:05:35,2025-12-10 18:18:43,787,2025-12-10 18:18:43,R_31vKQqGyPtPSQXX,6921ecd02bd2f70d30a9a555,4,34,2,1,5,5,57,0.5,0.7,19.1,43.3,73,49,3,27,100,3,9,2,11,2,32,1,21,3,38,3,5,1,5,2,27,1,16,50,3,40,48,1,29,51,1,80,81,3,55,65,1,60,69,1,40,55,3,51,28,1,39,63,1,21,39,1,18,0,72,40,65,49,49,46,16,12,92,82,6,Even though it was harsh it did help me remember some of the ideas/concepts,memory or learning?,,negative
2025-12-10 17:55:29,2025-12-10 18:25:11,1781,2025-12-10 18:25:11,R_71GlhXhMh2Qxqkp,6914df770e8898d88f09b4fa,4,41,2,2,5,4,6,0.5,0.4,19.9,10.9,51,56,3,49,100,3,4,1,33,1,51,3,3,1,7,3,5,3,27,2,10,2,10,30,1,50,8,1,2,3,3,4,3,1,13,7,3,7,5,3,5,4,3,4,8,3,8,7,1,7,6,3,9,9,8,10,49,26,6,50,0,0,100,100,0,"Felt stupid if/when I got an answer wrong and didn't want to learn. However, it's AI, and AI itself might be feeding me the wrong answers.",How learning is affected by how rude and blunt the supposed teacher is,No,negative
2025-12-10 18:04:32,2025-12-10 18:25:38,1265,2025-12-10 18:25:38,R_2okiBL1DQIFa8Hj,6773f2c6f59707888206bdd1,4,22,1,3,3,7,26,0.4,0.4,0.9,21.8,34,23,3,9,100,1,0,1,0,1,0,3,0,3,0,3,0,1,0,2,0,3,0,20,1,56,62,3,0,0,1,37,54,3,49,19,1,13,24,2,14,0,2,3,32,1,0,21,3,29,49,2,17,0,0,20,50,11,88,48,15,8,12,68,20,It has made me want to learn some of the concepts mentioned.,Not sure to be honest,No further feedback but it has been a fun study and I hope my contributions help with your research.,negative
2025-12-10 18:18:23,2025-12-10 18:30:20,716,2025-12-10 18:30:21,R_8q7WwdV7mqXdQCj,5bbdea3d8f3bd70001e77572,4,27,1,1,5,2,19,0.6,0.2,36.6,13.8,46,48,3,59,100,1,38,1,18,1,48,2,38,1,47,3,77,1,11,2,30,1,0,20,3,19,58,1,16,0,3,0,0,3,10,10,3,0,23,1,0,0,2,50,57,3,20,5,3,20,32,3,3,3,5,10,46,12,29,49,0,0,86,87,37,Made me slightly more irate,People's reactions to different tone of voice used by ai,,negative
2025-12-10 18:16:17,2025-12-10 18:34:06,1069,2025-12-10 18:34:07,R_295gf1WIUBBi3O8,63f8c03565ab09c02469ccd3,4,28,1,3,4,1,60,0.5,0.7,38.9,50,86,66,3,41,100,1,0,1,14,1,58,3,100,2,16,3,80,1,60,3,6,1,14,40,3,72,12,1,9,84,1,30,26,1,24,82,1,35,38,1,45,59,2,52,86,1,83,84,1,66,62,2,84,0,64,20,91,52,14,50,0,0,97,97,9,it did not,if the AI's feedback would influence our decision making,,negative
2025-12-10 18:14:26,2025-12-10 18:34:48,1221,2025-12-10 18:34:48,R_2HkspspmYSaIawy,66d487354a78bb5d9f899978,4,42,2,1,4,3,94,0.8,0.6,55.7,45.8,72,62,3,86,100,3,60,2,3,2,60,1,21,1,19,1,95,1,16,1,100,1,97,50,1,49,100,1,83,92,1,21,100,1,64,76,3,11,100,3,27,75,3,26,98,1,82,100,1,65,99,3,30,100,99,30,53,11,0,49,0,0,100,100,100,Your AI was an asshole so it was slightly irritating.,How our happiness is influenced by the AI's feedback.,no,negative
2025-12-10 18:24:22,2025-12-10 18:36:52,750,2025-12-10 18:36:53,R_2IbkltBp73SSWNb,6742ecbc50ae979ed5099784,4,19,1,3,3,2,11,0.3,0.3,6.1,20.7,41,17,4,0,100,1,3,2,0,3,6,1,9,1,3,3,15,3,18,3,0,1,7,30,3,8,4,1,6,6,2,9,5,3,3,22,1,57,15,1,12,9,3,21,6,3,77,17,2,3,15,2,11,0,9,20,42,39,29,48,0,0,58,70,4,just rude but funny,response to confrontational behaviour.,nah,negative
2025-12-10 18:21:21,2025-12-10 18:37:48,986,2025-12-10 18:37:49,R_22RqkproY9xDKQ6,5ceb32df7832f40016ca2354,4,59,1,1,2,2,68,0.5,0.5,73.9,61.3,84,51,3,46,100,2,88,1,98,2,89,2,60,1,73,3,80,1,67,2,82,1,56,60,3,95,86,1,51,55,3,74,79,2,59,56,1,52,58,1,65,70,3,52,66,1,58,62,1,58,59,2,49,55,88,80,86,72,86,54,62,41,85,82,8,bit cheeky wasnt it,knowledge and understanding,enjoyed that,negative
2025-12-10 18:26:23,2025-12-10 18:40:24,840,2025-12-10 18:40:24,R_5pslSdGZnUyXlYJ,66f0c0c84e16372a15a5b264,4,55,2,1,7,4,10,0.6,0.4,0,0,10,0,3,0,100,1,0,3,0,1,0,1,0,3,0,1,0,1,0,2,0,1,0,30,3,0,0,1,0,0,1,0,0,1,0,100,3,0,0,1,0,0,2,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,48,0,0,100,100,0,Not at all it was very rude,How dumb I am,No,negative
2025-12-10 18:37:03,2025-12-10 18:54:16,1032,2025-12-10 18:54:16,R_1kInsuGqNE5Cf1I,664e9a4759266c77843a0192,4,28,2,1,4,4,58,0.9,0.9,54.7,63,29,45,3,47,100,3,67,1,100,1,100,1,63,1,26,3,21,1,16,1,47,1,60,90,1,41,59,1,79,72,1,72,57,1,93,59,1,72,71,1,44,76,1,50,25,1,46,56,1,59,54,2,74,0,46,90,43,72,14,50,0,0,100,100,39,It did not,our confidence in our answer choices after dealing with negative feedback from a jerky (sorry lol) ai bot analyzing our answers,no,negative
2025-12-10 18:41:07,2025-12-10 18:54:52,824,2025-12-10 18:54:52,R_8MJuf0rp2OQ6YYh,60b7cd1687a411b4e02eba3c,4,30,1,1,3,2,14,0.7,0.4,49.7,40.4,9,5,3,58,100,1,53,1,100,1,35,1,46,1,15,3,67,1,69,3,34,1,20,40,1,56,8,3,58,15,3,17,14,2,100,11,3,36,11,2,34,15,1,41,14,2,22,10,1,18,16,1,22,39,28,30,17,31,0,52,0,0,100,72,0,No if anything I think your clanker needs reboot.,Our patience towards clankers it feels like with the way that thing responded.,,negative
2025-12-10 18:42:12,2025-12-10 18:57:10,897,2025-12-10 18:57:10,R_3nIfneDjbEev6HG,6929d209c23f2cd3f6e73c35,4,56,1,7,4,4,54,0.7,0.8,44.9,48.6,39,48,2,31,100,3,50,1,88,1,76,1,24,2,2,3,0,1,32,1,69,1,77,60,1,20,62,3,47,48,1,57,52,1,59,50,1,96,54,1,62,48,1,35,50,1,0,67,1,87,65,3,23,0,45,50,34,42,10,49,0,0,100,81,58,It made me think about why even bother with the AI feedback if it was just going to be mean.,If nice AI helps improve scores on the 2nd test vs mean AI,,negative
2025-12-10 18:29:13,2025-12-10 18:59:09,1796,2025-12-10 18:59:10,R_6LXAOav7WTkyvYC,671936053fd2824bcf9fe04b,4,61,2,1,7,5,100,0.3,0.3,51.5,60.8,83,50,3,53,100,1,55,3,50,3,53,2,51,3,53,1,54,3,49,3,50,1,47,20,1,82,100,2,52,100,3,50,100,3,51,100,3,47,100,1,69,100,3,71,100,1,87,100,3,46,100,2,53,0,100,30,85,50,50,51,0,0,100,0,50,It has not influenced me at all.,It was teaching you about physiology and the AI assistant was very rude!,The AI assistant was very rude!,negative
2025-12-10 18:45:17,2025-12-10 18:59:39,861,2025-12-10 18:59:40,R_6gpZeD5exX6fqh2,663a744974dab5746a39c0cf,4,36,2,1,4,3,16,0.5,0.8,11.2,14.1,0,93,2,2,100,3,0,1,51,1,26,1,6,3,10,3,0,1,10,2,5,3,2,30,1,13,9,3,23,15,1,45,46,1,14,35,1,5,8,1,7,8,3,0,0,1,24,26,1,7,7,1,3,6,8,30,34,10,8,51,2,1,97,99,100,Taught me things but made me feel less confident,Our perception of how well we did,Nothing,negative
2025-12-10 19:01:58,2025-12-10 19:13:27,688,2025-12-10 19:13:27,R_3XlRbN34yKlBa25,691e52c63f0db9390f586937,4,31,1,1,5,6,36,0.1,0.3,20.7,28.6,59,27,4,11,100,1,28,2,11,2,34,1,9,2,25,2,26,3,19,2,16,2,28,20,3,24,37,2,41,58,1,27,26,3,30,37,2,22,32,1,53,31,3,27,16,3,21,37,3,25,40,1,16,0,48,30,70,26,28,48,6,0,76,85,13,No it did not - it was so negative and condescending I ignored it,How rude AI impacts the user,NA,negative
2025-12-10 19:00:14,2025-12-10 19:24:39,1464,2025-12-10 19:24:39,R_1lbByjg8bjOGsqG,6737885e9a1d3db483058d12,4,34,1,3,5,2,69,0.4,0.3,43.9,62.9,16,67,2,50,100,3,13,2,21,1,89,1,66,2,17,3,60,3,34,2,55,1,34,10,2,57,75,1,77,86,2,44,62,1,92,83,1,77,60,3,71,71,2,77,80,3,50,69,3,32,31,2,52,0,75,20,5,9,0,51,0,0,99,100,2,not really influenced me but I did feel terrible because I studied philosophy during my undergrad and evidently I seem to have forgotten it all.,my feelings being hurt,n/a,negative
2025-12-10 19:20:29,2025-12-10 19:35:13,883,2025-12-10 19:35:13,R_70c2Lq1C8WcNWiB,6923bbe97aa5f906c9791bec,4,21,2,1,3,4,3,0.5,0.5,26.2,40.5,85,70,2,18,100,1,0,1,78,3,20,1,11,1,0,3,62,1,0,1,73,2,0,50,3,16,4,1,31,0,1,70,11,3,8,5,3,58,0,1,82,8,1,6,0,3,20,0,1,100,0,2,14,0,5,40,91,60,18,52,0,0,96,100,0,"None, AI was very rude. ",How poor feedback affects a person's mood or feelings.,,negative
